Filename,Location,Sample_name,Erinaceus amurensis,Sus scrofa,Rattus norvegicus,Oryctolagus cuniculus,Canis lupus,Erinaceus europaeus,Hemiechinus auritus,Bos taurus,Homo sapiens,Nyctereutes procyonoides,Marmota himalayana,Mustela sibirica,Arctonyx collaris,Rhizomys pruinosus,Vulpes zerda,Ovis orientalis,Urocyon cinereoargenteus,Capra aegagrus,Felis margarita,Paguma larvata,Rattus tiomanicus,Otocyon megalotis,Muntiacus putaoensis,Hystrix brachyura
V300046953_L03_5_2,West market,A101,0,62,0,0,7,0,0,17,313,0,0,0,0,0,0,78,0,102,21,0,0,0,0,0
V300046953_L03_6_1,West market,A96,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
V300046953_L03_6_2,West market,A96,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
V300046953_L03_7_1,West market,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L03_7_2,West market,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L03_8_1,West market,A15,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L03_8_2,West market,A15,0,0,0,0,0,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_10_1,West market,F46,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_10_2,,,0,0,0,0,0,0,0,7,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_11_1,West market,A87,0,20,0,11,150,0,0,29,88,0,0,0,0,23,0,43,0,64,0,0,0,0,0,0
V300046953_L04_11_2,West market,A87,0,20,0,11,143,0,0,26,91,0,0,0,0,23,0,46,0,66,0,0,0,0,0,0
V300046953_L04_12_1,West market,A88,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_12_2,West market,A88,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_1_1,East market,E48,0,212,0,0,0,0,0,6061,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
V300046953_L04_1_2,East market,E48,0,223,0,0,0,0,0,5958,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
V300046953_L04_30_1,West market,F100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
V300046953_L04_30_2,West market,F100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
V300046953_L04_32_1,West market,B5,0,37,0,0,0,0,0,1241,62,0,0,0,0,0,0,1186,0,17,0,0,19,0,0,0
V300046953_L04_32_2,West market,B5,0,35,0,0,0,0,0,1234,64,0,0,0,0,0,0,1167,0,23,0,0,16,0,0,0
V300046953_L04_33_1,East market,E61,0,16,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_33_2,,,0,14,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_4_1,West market,A90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_4_2,West market,A90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_5_1,West market,A101,0,50,0,0,0,0,0,13,315,0,0,0,0,0,0,74,0,103,17,0,0,0,0,0
V300046953_L04_5_2,West market,A101,0,53,0,0,0,0,0,15,315,0,0,0,0,0,0,82,0,94,18,0,0,0,0,0
V300046953_L04_6_1,West market,A96,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
V300046953_L04_6_2,West market,A96,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
V300046953_L04_7_1,West market,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_7_2,West market,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_8_1,West market,A15,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300046953_L04_8_2,West market,A15,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_10_1,West market,E7,0,84,0,0,6,0,0,22,371,0,0,16,0,0,0,42,0,0,6,0,0,0,0,0
V300052234_L01_10_2,West market,E7,0,83,0,0,6,0,0,22,374,0,0,17,0,0,0,43,0,0,7,0,0,0,0,0
V300052234_L01_11_1,West market,A55,0,56,0,0,35,0,0,21,233,0,0,0,0,0,0,814,0,37,0,0,0,0,0,0
V300052234_L01_11_2,West market,A55,0,57,0,0,30,0,0,19,216,0,0,0,0,0,0,822,0,36,0,0,0,0,0,0
V300052234_L01_12_1,West market,A33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_12_2,West market,A33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
V300052234_L01_1_1,West market,D32,0,121,0,0,0,0,0,268,684,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0
V300052234_L01_1_2,West market,D32,0,120,0,0,0,0,0,270,674,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0
V300052234_L01_22_1,West market,F13,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_22_2,West market,F13,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
V300052234_L01_25_1,West market,F98,0,11,0,0,0,0,0,0,194,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
V300052234_L01_25_2,West market,F98,0,10,0,0,0,0,0,0,192,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
V300052234_L01_2_1,West market,B17,0,22,6,0,0,0,0,40,190,0,0,0,0,0,0,123,0,5,0,0,0,0,0,0
V300052234_L01_2_2,West market,B17,0,24,5,0,0,0,0,40,187,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
V300052234_L01_3_1,West market,F54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_3_2,West market,F54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_4_1,West market,A61,0,584,0,5,0,0,0,7,45,0,0,0,0,0,0,997,0,109,0,0,0,0,0,0
V300052234_L01_4_2,West market,A61,0,582,0,5,0,0,0,8,46,0,0,0,0,0,0,990,0,108,0,0,0,0,0,0
V300052234_L01_5_1,West market,A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_5_2,West market,A20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V300052234_L01_6_1,West market,A18,0,13,0,0,0,0,0,24,214,0,0,0,0,0,0,48,0,11,0,0,0,0,0,0
V300052234_L01_6_2,West market,A18,0,12,0,0,0,0,0,22,222,0,0,0,0,0,0,42,0,12,0,0,0,0,0,0
V300052234_L01_7_1,West market,A2,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,36,0,0,78,0,0,0,0,0
V300052234_L01_7_2,West market,A2,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,34,0,0,84,0,0,0,0,0
V300052234_L01_8_1,West market,A63,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0
V300052234_L01_8_2,West market,A63,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0
V300052234_L02_10_1,West market,E7,0,58,0,0,10,0,0,12,395,0,0,16,0,0,0,55,0,0,7,0,0,0,0,0
V300052234_L02_10_2,West market,E7,0,62,0,0,10,0,0,12,407,0,0,17,0,0,0,57,0,0,7,0,0,0,0,0
